host,ip,port,protocol,title,domain,country,city,link,org
42.194.215.7:8080,42.194.215.7,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.215.7:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.184.132:8080,1.14.184.132,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.184.132:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.200.16:8080,42.194.200.16,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.200.16:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.130.36:8080,1.14.130.36,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.130.36:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.253.41:8080,1.14.253.41,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.253.41:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.100.62:8080,159.75.100.62,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.100.62:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.141.192:8080,42.193.141.192,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.141.192:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.173.223:8080,134.175.173.223,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.173.223:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.206.153:8080,106.53.206.153,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.206.153:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.199.85:8080,175.178.199.85,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.199.85:8080,Shenzhen Tencent Computer Systems Company Limited
106.55.155.198:8080,106.55.155.198,8080,http,Directory listing for /,,CN,Guangzhou,http://106.55.155.198:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.118.51:8080,81.71.118.51,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.118.51:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.198.231:8080,175.178.198.231,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.198.231:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.145.240:8080,42.193.145.240,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.145.240:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.59.88:8080,106.53.59.88,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.59.88:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.220.231:8080,42.194.220.231,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.220.231:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.220.115:8080,42.194.220.115,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.220.115:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.144.130:8080,42.193.144.130,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.144.130:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.230.192:8080,134.175.230.192,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.230.192:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.145.110:8080,42.193.145.110,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.145.110:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.133.225:8080,1.14.133.225,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.133.225:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.170.192:8080,1.14.170.192,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.170.192:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.206.172:8080,42.194.206.172,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.206.172:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.241:8080,106.53.190.241,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.241:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.190.168:8080,106.53.190.168,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.190.168:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.171.101:8080,1.14.171.101,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.171.101:8080,Shenzhen Tencent Computer Systems Company Limited
106.52.8.21:8080,106.52.8.21,8080,http,Directory listing for /,,CN,Guangzhou,http://106.52.8.21:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.209.90:8080,42.194.209.90,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.209.90:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.209.96:8080,42.194.209.96,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.209.96:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.139.70:8080,106.53.139.70,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.139.70:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.151.210:8080,106.53.151.210,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.151.210:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.174.156:8080,1.14.174.156,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.174.156:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.37.37:8080,159.75.37.37,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.37.37:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.186.245:8080,1.14.186.245,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.186.245:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.139.54:8080,42.193.139.54,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.139.54:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.139.20:8080,42.193.139.20,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.139.20:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.114.136:8080,159.75.114.136,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.114.136:8080,Shenzhen Tencent Computer Systems Company Limited
43.139.9.191:8080,43.139.9.191,8080,http,Directory listing for /,,CN,Guangzhou,http://43.139.9.191:8080,Shenzhen Tencent Computer Systems Company Limited
129.204.46.201:8080,129.204.46.201,8080,http,Directory listing for /,,CN,Guangzhou,http://129.204.46.201:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.126.226:8080,193.112.126.226,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.126.226:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.130.168:8080,106.53.130.168,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.130.168:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.130.237:8080,106.53.130.237,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.130.237:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.216.37:8080,42.194.216.37,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.216.37:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.81.146:8080,114.132.81.146,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.81.146:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.199.172:8080,175.178.199.172,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.199.172:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.118.228:8080,159.75.118.228,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.118.228:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.200.111:8080,175.178.200.111,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.200.111:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.147.139:8080,81.71.147.139,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.147.139:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.25.200:8080,81.71.25.200,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.25.200:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.193.206:8080,1.14.193.206,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.193.206:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.24:8080,81.71.72.24,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.24:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.39.89:8080,81.71.39.89,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.39.89:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.39.63:8080,81.71.39.63,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.39.63:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.75.160:8080,81.71.75.160,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.75.160:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.148.78:8080,106.53.148.78,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.148.78:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.174.188:8080,106.53.174.188,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.174.188:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.201.199:8080,42.194.201.199,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.201.199:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.156.171:8080,106.53.156.171,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.156.171:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.185.196:8080,106.53.185.196,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.185.196:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.5.61:8080,139.199.5.61,8080,http,Directory listing for /,,CN,Beijing,http://139.199.5.61:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.247.32:8080,1.14.247.32,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.247.32:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.147.222:8080,42.193.147.222,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.147.222:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.142.78:8080,42.193.142.78,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.142.78:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.216.206:8080,175.178.216.206,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.216.206:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.89.221:8080,114.132.89.221,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.89.221:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.177.71:8080,106.53.177.71,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.177.71:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.128.202:8080,81.71.128.202,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.128.202:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.221.209:8080,42.194.221.209,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.221.209:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.31.146:8080,159.75.31.146,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.31.146:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.55.16:8080,139.199.55.16,8080,http,Directory listing for /,,CN,Beijing,http://139.199.55.16:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.120.176:8080,81.71.120.176,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.120.176:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.5.77:8080,159.75.5.77,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.5.77:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.122.112:8080,81.71.122.112,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.122.112:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.122.68:8080,81.71.122.68,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.122.68:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.122.180:8080,81.71.122.180,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.122.180:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.170.83:8080,139.199.170.83,8080,http,Directory listing for /,,CN,Beijing,http://139.199.170.83:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.13.254:8080,159.75.13.254,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.13.254:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.122.160:8080,81.71.122.160,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.122.160:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.126.242:8080,81.71.126.242,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.126.242:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.211.85:8080,42.194.211.85,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.211.85:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.152.83:8080,106.53.152.83,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.152.83:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.82.5:8080,114.132.82.5,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.82.5:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.81.207:8080,114.132.81.207,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.81.207:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.214.226:8080,42.194.214.226,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.214.226:8080,Shenzhen Tencent Computer Systems Company Limited
43.139.131.224:8080,43.139.131.224,8080,http,Directory listing for /,,CN,Guangzhou,http://43.139.131.224:8080,Shenzhen Tencent Computer Systems Company Limited
129.204.225.61:8080,129.204.225.61,8080,http,Directory listing for /,,CN,Guangzhou,http://129.204.225.61:8080,Shenzhen Tencent Computer Systems Company Limited
175.178.200.160:8080,175.178.200.160,8080,http,Directory listing for /,,CN,Guangzhou,http://175.178.200.160:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.158.171:8080,42.193.158.171,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.158.171:8080,Shenzhen Tencent Computer Systems Company Limited
1.12.64.22:8080,1.12.64.22,8080,http,Directory listing for /,,CN,Guangzhou,http://1.12.64.22:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.11.220:8080,81.71.11.220,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.11.220:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.11.100:8080,81.71.11.100,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.11.100:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.103.252:8080,118.126.103.252,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.103.252:8080,Shenzhen Tencent Computer Systems Company Limited
106.55.147.141:8080,106.55.147.141,8080,http,Directory listing for /,,CN,Guangzhou,http://106.55.147.141:8080,Shenzhen Tencent Computer Systems Company Limited
106.52.243.112:8080,106.52.243.112,8080,http,Directory listing for /,,CN,Guangzhou,http://106.52.243.112:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.34.194:8080,81.71.34.194,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.34.194:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.24.7:8080,81.71.24.7,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.24.7:8080,Shenzhen Tencent Computer Systems Company Limited
43.108.52.243:8080,43.108.52.243,8080,http,Directory listing for /,,KR,Seoul,http://43.108.52.243:8080,"Alibaba US Technology Co., Ltd."
42.194.215.215:8080,42.194.215.215,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.215.215:8080,Shenzhen Tencent Computer Systems Company Limited
43.139.110.42:8080,43.139.110.42,8080,http,Directory listing for /,,CN,Guangzhou,http://43.139.110.42:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.171.99:8080,1.14.171.99,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.171.99:8080,Shenzhen Tencent Computer Systems Company Limited
45.61.157.71:8080,45.61.157.71,8080,http,Directory listing for /,,US,Las Vegas,http://45.61.157.71:8080,RouterHosting LLC
81.71.73.65:8080,81.71.73.65,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.73.65:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.139.235:8080,106.53.139.235,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.139.235:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.101.247:8080,118.126.101.247,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.101.247:8080,Shenzhen Tencent Computer Systems Company Limited
129.204.188.223:8080,129.204.188.223,8080,http,Directory listing for /,,CN,Guangzhou,http://129.204.188.223:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.102.52:8080,118.126.102.52,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.102.52:8080,Shenzhen Tencent Computer Systems Company Limited
84.231.38.121:8080,84.231.38.121,8080,http,Index of /,,FI,Ikaalinen,http://84.231.38.121:8080,Elisa Oyj
106.53.139.52:8080,106.53.139.52,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.139.52:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.126.57:8080,193.112.126.57,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.126.57:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.126.153:8080,193.112.126.153,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.126.153:8080,Shenzhen Tencent Computer Systems Company Limited
